温度基准,策略,城市,情景,建筑ID,楼层,夜间总时数,不舒适小时数
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_8,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_9,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_10,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_11,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_12,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_13,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_14,1670,23
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_3_2005_S0,STOREY_0,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_1,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_2,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_3,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_4,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_5,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_6,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_7,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_8,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_9,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_10,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_11,1670,42
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_4_2005_S0,STOREY_0,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_1,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_2,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_3,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_4,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_5,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_6,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_7,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_8,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_9,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_10,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_11,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_12,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_13,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_14,1670,23
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_5_2015_S0,STOREY_0,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_1,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_2,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_3,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_4,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_5,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_6,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_7,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_8,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_9,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_10,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_11,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_12,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_13,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_14,1670,22
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_6_2005_S0,STOREY_0,1670,0
26°C,扩容,guang3zhou1shi4,2060 RCP 2.6,guang3zhou1shi4_0_10_1980_S0,STOREY_1,1670,7
26°C,扩容,guang3zhou1shi4,2060 RCP 2.6,guang3zhou1shi4_0_10_1980_S0,STOREY_2,1670,83
26°C,扩容,guang3zhou1shi4,2060 RCP 2.6,guang3zhou1shi4_0_10_1980_S0,STOREY_0,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_1,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_2,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_3,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_4,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_5,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_6,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_7,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_8,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_9,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_10,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_11,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_12,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_13,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_14,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_15,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_16,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_17,1670,1
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_18,1670,0
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_19,1670,11
26°C,扩容,guang3zhou1shi4,2040 RCP 8.5,guang3zhou1shi4_2_7_2015_S0,STOREY_0,1670,0
26°C,扩容,guang3zhou1shi4,2060 RCP 2.6,guang3zhou1shi4_0_11_1995_S0,STOREY_1,1670,0
26°C,扩容,guang3zhou1shi4,2060 RCP 2.6,guang3zhou1shi4_0_11_1995_S0,STOREY_2,1670,77
26°C,扩容,guang3zhou1shi4,2060 RCP 2.6,guang3zhou1shi4_0_11_1995_S0,STOREY_0,1670,0
26°C,扩容,guang3zhou1shi4,2060 RCP 2.6,guang3zhou1shi4_0_1_1995_S0,STOREY_1,1670,22
26°C,扩容,guang3zhou1shi4,2060 RCP 2.6,guang3zhou1shi4_0_1_1995_S0,STOREY_2,1670,110
26°C,扩容,guang3zhou1shi4,2060 RCP 2.6,guang3zhou1shi4_0_1_1995_S0,STOREY_0,1670,0
26°C,扩容,guang3zhou1shi4,2060 RCP 2.6,guang3zhou1shi4_0_12_1980_S0,STOREY_1,1670,0
26°C,扩容,guang3zhou1shi4,2060 RCP 2.6,guang3zhou1shi4_0_12_1980_S0,STOREY_2,1670,0
26°C,扩容,guang3zhou1shi4,2060 RCP 2.6,guang3zhou1shi4_0_12_1980_S0,STOREY_3,1670,0
